Woman ID,Residence,Region,Religion,Ethnicity,Age group,Marital state,Current marital state,Highest education qualification,Frequency of reading newspapper,Frequency of watching televisio,Frequency of listening to radio,Frequency of all media combined,Have you ever given birth,Current pregnancy status,Working status,Welth index,Y1
3317,2,1,4,1,5,1,1,3,1,1,3,1,1,2,2,2,1
3318,2,1,4,1,7,1,1,4,1,1,3,1,1,2,2,3,2
3319,2,1,4,1,3,1,1,3,2,2,3,2,1,2,1,3,
3320,2,1,1,1,6,1,1,3,2,1,1,1,1,2,1,4,2
3321,2,1,4,1,7,1,1,3,3,,3,2,1,2,2,2,2
3322,2,1,4,1,7,1,1,2,3,1,3,1,2,2,2,2,1
3323,2,1,4,1,7,1,1,3,3,1,2,1,1,2,2,1,2
3324,2,1,4,2,7,3,3,2,3,3,1,1,1,2,1,1,
3325,2,1,4,2,2,1,1,4,1,3,1,1,1,2,2,1,2
3326,2,1,4,1,2,1,1,3,3,1,2,1,1,2,2,3,1
3327,2,1,4,1,7,1,1,2,3,2,3,2,1,2,2,2,1
3328,2,1,4,1,6,1,1,4,1,1,1,1,1,2,2,4,2
3329,2,1,4,1,3,1,1,4,2,1,1,1,1,2,1,3,1
3330,2,1,3,4,5,1,1,3,3,1,3,1,1,1,2,3,
3331,2,1,3,4,7,1,1,5,1,1,3,1,1,2,1,5,2
3332,2,1,3,4,7,1,1,5,1,1,1,1,1,2,1,5,1
3333,2,1,3,4,6,1,1,5,1,3,3,1,2,2,1,5,
3334,2,1,3,4,7,1,1,4,1,3,1,1,1,2,2,4,1
3335,2,1,3,4,7,1,1,3,3,3,1,1,1,2,2,4,2
3336,2,1,3,4,2,1,1,5,1,1,3,1,1,2,2,5,2
3337,2,1,3,4,7,3,3,4,1,2,2,1,1,2,2,5,2
3338,2,1,3,4,4,1,1,6,1,1,1,1,1,2,1,5,1
3339,2,1,3,4,4,1,1,6,1,1,1,1,1,2,1,5,2
3340,2,1,3,4,3,1,1,5,1,1,1,1,2,2,2,5,2
3341,2,1,3,4,2,1,1,5,1,1,1,1,2,1,2,5,1
3342,2,1,3,4,6,1,1,3,1,1,3,1,1,2,2,3,8
3343,2,1,3,4,7,1,1,4,1,1,1,1,1,2,2,3,2
3344,2,1,1,1,4,1,1,3,2,2,2,2,1,2,1,2,2
3345,2,1,1,1,3,1,1,3,1,1,1,1,1,2,2,3,2
3346,2,1,1,1,3,1,1,4,1,1,3,1,1,2,2,2,2
3347,2,1,1,1,3,1,1,3,1,3,1,1,1,1,2,2,1
3348,2,1,1,1,4,1,1,4,2,1,2,1,1,2,1,3,2
3349,2,1,1,1,5,1,1,5,2,2,3,2,1,2,1,4,2
3350,1,1,1,1,5,1,1,4,1,1,3,1,1,2,1,5,1
3351,1,1,3,4,2,1,1,5,2,1,2,1,2,2,2,5,2
3352,1,1,3,4,5,1,1,5,1,1,1,1,1,2,2,5,2
3353,1,1,3,4,5,1,1,3,1,1,1,1,1,2,2,5,1
3354,1,1,3,4,5,1,1,4,3,1,1,1,1,2,2,5,2
3355,1,1,3,4,6,1,1,6,1,1,1,1,1,2,1,5,1
3356,2,1,4,1,5,1,1,4,2,1,3,1,1,2,2,3,1
3357,2,1,1,1,4,1,1,4,2,1,3,1,1,2,1,2,1
3358,2,1,4,1,6,2,3,5,2,3,1,1,1,2,1,2,8
3359,2,1,3,4,6,1,1,3,3,1,1,1,1,2,2,4,2
3360,2,1,4,1,4,1,1,4,1,1,1,1,1,2,2,2,8
3361,2,1,1,1,4,1,1,3,3,1,1,1,1,2,2,4,2
3362,2,1,3,4,7,1,1,1,3,,3,2,1,2,1,4,8
3363,2,1,3,4,5,1,1,3,1,1,1,1,1,2,2,2,
3364,1,1,3,4,3,1,1,3,3,1,3,1,1,2,2,4,1
3365,1,1,3,4,7,1,1,2,3,2,2,2,1,2,2,2,
3366,1,1,3,4,3,1,1,4,3,2,3,2,1,2,2,2,2
3367,1,1,3,4,3,1,1,3,2,1,3,1,1,2,2,2,1
3368,1,1,3,4,5,1,1,3,1,1,3,1,1,2,2,4,
3369,1,1,3,4,5,1,1,3,2,1,1,1,1,2,1,4,
3370,1,1,3,4,3,1,1,3,2,1,1,1,1,2,2,5,1
3371,1,1,3,4,4,1,1,3,3,1,1,1,1,2,2,5,
3372,1,1,3,4,7,2,3,3,3,3,3,3,1,2,2,2,
3373,1,1,3,4,5,1,1,3,1,1,3,1,1,2,1,2,1
3374,1,1,3,4,7,1,1,2,2,3,1,1,1,2,2,4,1
3375,1,1,3,4,6,1,1,2,3,,2,2,1,2,2,4,2
3376,1,1,3,4,2,1,1,4,1,1,2,1,1,2,2,4,2
3377,1,1,3,4,2,1,1,3,1,3,2,1,1,2,2,4,1
3378,1,1,3,4,4,1,1,3,3,1,3,1,1,2,2,4,2
3379,1,1,3,4,3,1,1,3,3,3,1,1,1,2,2,5,1
3380,2,1,1,1,5,1,1,6,1,1,3,1,1,2,1,5,2
3381,2,1,1,1,4,1,1,5,1,1,1,1,1,2,1,4,2
3382,2,1,1,1,5,1,1,4,2,1,3,1,1,2,2,4,2
3383,2,1,1,1,7,1,1,6,1,1,3,1,1,2,1,5,1
3384,2,1,1,1,6,1,1,2,3,1,2,1,1,2,1,2,
3385,2,1,1,1,3,1,1,3,2,2,3,2,2,2,1,3,1
3386,2,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1
3387,1,1,3,4,6,1,1,4,1,3,1,1,1,2,2,5,2
3388,1,1,3,4,7,1,1,3,3,3,3,3,1,2,2,1,2
3389,1,1,3,4,7,1,1,3,1,1,3,1,1,2,2,5,
3390,1,1,3,4,6,1,1,3,1,1,3,1,1,2,2,5,8
3391,1,1,3,4,4,1,1,3,2,1,3,1,1,2,2,5,2
3392,1,1,3,4,6,1,1,3,2,3,2,2,1,2,2,3,2
3393,1,1,3,4,6,1,1,3,1,1,1,1,1,2,2,5,2
3394,1,1,3,4,2,1,1,5,1,1,1,1,1,1,2,5,1
3395,1,1,3,4,6,1,1,3,1,3,1,1,1,2,2,5,1
3396,1,1,3,4,7,3,3,4,1,2,1,1,1,2,1,5,2
3397,1,1,3,4,2,1,1,4,1,1,2,1,1,2,2,5,1
3398,1,1,3,4,7,1,1,3,2,1,2,1,1,2,2,5,2
3399,2,1,1,1,7,1,1,3,2,1,3,1,1,2,1,3,2
3400,2,1,1,1,5,1,1,3,1,1,3,1,1,2,1,1,1
3401,2,1,1,1,4,1,1,3,2,1,3,1,1,2,2,3,1
3402,2,1,1,1,5,1,1,3,3,1,2,1,1,2,2,3,1
3403,2,1,1,1,4,1,1,5,2,2,3,2,1,2,1,4,2
3404,2,1,1,1,6,1,1,4,1,2,1,1,1,2,2,4,1
3405,2,1,1,1,5,1,1,5,1,1,1,1,1,2,1,5,2
3406,2,1,1,1,7,1,1,4,1,1,2,1,1,2,1,4,2
3407,2,1,1,1,3,1,1,5,1,1,1,1,2,1,2,2,2
3408,2,1,1,1,5,1,1,3,3,1,3,1,1,2,2,1,2
3409,2,1,1,1,4,1,1,6,1,1,2,1,1,2,1,5,2
3410,2,1,1,1,5,1,1,4,2,2,1,1,1,2,2,3,1
3411,2,1,1,1,7,1,1,3,2,1,3,1,1,2,2,3,2
3412,2,1,1,1,5,2,3,3,1,1,3,1,1,2,1,3,1
3413,2,1,1,1,6,1,1,3,1,1,3,1,1,2,2,1,2
3414,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,3,1
3415,2,1,1,1,7,1,1,3,3,,2,2,1,2,2,5,2
3416,2,1,1,1,7,1,1,5,1,1,1,1,2,2,2,5,2
3417,2,1,4,1,6,1,1,3,1,1,3,1,1,2,2,1,1
3418,2,1,1,1,7,1,1,3,2,1,3,1,1,2,1,3,1
3419,2,1,1,1,7,3,3,3,3,1,1,1,1,2,1,5,2
3420,2,1,1,1,6,1,1,3,1,2,1,1,1,2,1,3,2
3421,2,1,1,1,4,1,1,3,1,1,2,1,1,2,2,4,1
3422,2,1,1,1,6,1,1,3,1,1,1,1,1,2,1,5,1
3423,2,1,1,1,2,1,1,3,3,1,3,1,1,2,1,2,2
3424,2,1,1,1,5,1,1,6,1,1,1,1,1,2,1,5,1
3425,2,1,1,1,4,2,3,3,3,1,1,1,1,2,2,4,2
3426,2,1,1,1,5,1,1,3,3,2,2,2,1,2,2,4,2
3427,2,1,1,1,5,1,1,5,1,1,3,1,1,2,2,4,2
3428,2,1,1,1,6,1,1,3,1,1,3,1,1,2,2,2,2
3429,2,1,1,1,7,1,1,4,1,1,1,1,1,2,1,5,1
3430,2,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,2
3431,2,1,1,1,6,1,1,4,1,1,1,1,1,2,2,2,1
3432,2,1,1,1,5,1,1,6,1,1,2,1,1,2,1,4,2
3433,2,1,4,1,6,1,1,4,3,1,3,1,1,2,1,3,2
3434,2,1,1,1,6,1,1,4,2,1,2,1,1,2,1,4,2
3435,2,1,1,1,5,1,1,4,2,1,3,1,1,2,2,5,2
3436,2,1,2,2,5,1,1,3,3,1,3,1,1,2,1,2,8
3437,2,1,2,3,4,1,1,3,1,1,3,1,1,2,1,1,1
3438,2,1,2,2,3,1,1,4,2,1,1,1,1,2,2,4,1
3439,2,1,1,1,3,1,1,5,1,1,1,1,2,2,1,5,2
3440,2,1,1,1,4,1,1,5,3,1,1,1,1,2,2,5,2
3441,2,1,1,1,7,1,1,4,1,1,3,1,1,2,2,4,2
3442,2,1,1,1,4,1,1,3,2,1,3,1,1,2,2,4,8
3443,2,1,1,1,3,1,1,3,2,1,1,1,1,2,2,4,8
3444,2,1,1,1,2,1,1,5,1,1,2,1,2,2,1,4,2
3445,2,1,1,1,6,1,1,3,1,1,2,1,1,2,2,3,2
3446,2,1,1,1,4,1,1,5,2,1,3,1,1,2,1,5,2
3447,2,1,1,1,5,1,1,3,2,1,1,1,1,2,1,2,8
3448,2,1,1,1,4,1,1,3,1,1,1,1,1,2,1,4,2
3449,3,1,4,2,7,1,1,2,3,1,1,1,1,2,2,1,8
3450,3,1,2,3,5,1,1,2,1,2,3,1,1,2,2,1,2
3451,3,1,2,2,6,1,1,2,3,1,1,1,1,2,2,1,2
3452,3,1,2,2,4,1,1,3,1,1,3,1,1,2,2,2,2
3453,3,1,2,2,3,1,1,3,2,1,2,1,1,2,1,2,2
3454,3,1,2,3,1,1,2,3,3,1,3,1,2,2,2,1,
3455,2,1,1,1,2,1,1,4,2,1,3,1,1,2,2,5,2
3456,2,1,1,1,4,1,1,5,1,1,1,1,1,2,2,5,1
3457,2,1,1,1,3,1,1,4,2,1,1,1,2,2,1,4,
3458,2,1,1,1,6,1,1,4,2,2,3,2,1,2,2,5,2
3459,2,1,1,1,4,1,1,4,2,3,3,2,1,2,2,4,2
3460,2,1,1,1,6,1,1,4,2,2,1,1,1,2,2,4,2
3461,2,1,1,1,4,1,1,4,2,3,2,2,1,8,2,4,2
3462,2,1,1,1,7,1,1,4,1,3,2,1,1,2,1,4,2
3463,2,1,4,1,5,1,1,4,2,2,3,2,1,2,2,4,2
3464,2,1,4,1,4,1,1,4,3,1,1,1,1,2,2,2,2
3465,2,1,1,1,6,1,1,3,2,1,2,1,1,2,2,2,2
3466,2,1,1,1,7,1,1,1,3,2,3,2,1,2,1,1,
3467,2,1,1,1,4,1,1,3,3,1,3,1,1,2,2,2,8
3468,2,1,1,1,5,1,1,3,1,1,3,1,1,1,2,4,2
3469,2,1,1,1,6,1,1,5,1,1,2,1,1,2,1,4,2
3470,2,1,1,1,5,1,1,3,3,1,3,1,1,2,2,2,2
3471,2,1,1,1,7,1,1,4,1,1,1,1,1,2,1,5,2
3472,2,1,1,1,2,1,1,3,2,2,3,2,1,2,2,3,2
3473,2,1,1,1,4,1,2,5,2,1,1,1,1,2,1,5,2
3474,2,1,1,1,4,1,1,5,1,1,1,1,1,2,1,4,1
3475,2,1,1,1,6,1,1,3,1,1,2,1,1,2,2,5,2
3476,2,1,1,1,3,1,1,4,1,1,3,1,1,2,1,4,2
3477,2,1,1,1,3,1,1,3,2,1,1,1,1,2,2,3,8
3478,2,1,1,1,5,1,2,3,1,1,3,1,1,2,2,3,2
3479,2,1,1,1,5,1,1,2,3,1,3,1,1,2,2,3,1
3480,2,1,1,1,3,1,1,5,1,1,1,1,1,2,1,5,2
3481,2,1,1,1,7,1,1,3,1,1,1,1,1,2,2,5,2
3482,2,1,1,1,4,1,1,6,1,1,1,1,1,2,1,5,1
3483,2,1,1,1,4,1,1,3,3,1,3,1,1,2,2,3,8
3484,2,1,1,1,7,1,1,6,2,1,2,1,1,2,1,5,2
3485,2,1,4,1,3,1,2,5,1,1,1,1,1,2,2,4,2
3486,2,1,1,1,5,1,1,5,1,2,2,1,1,2,1,5,2
3487,2,1,1,1,5,1,1,4,1,3,2,1,1,2,2,4,2
3488,2,1,1,1,7,1,2,3,2,1,1,1,1,2,1,4,1
3489,2,1,1,1,5,3,3,5,1,2,1,1,1,2,1,2,1
3490,2,1,1,1,7,1,1,3,2,1,1,1,1,2,1,3,2
3491,2,1,1,1,3,1,1,3,3,1,1,1,1,2,2,3,2
3492,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,1,1
3493,2,1,1,1,2,1,1,4,1,1,1,1,1,2,2,3,2
3494,3,1,1,1,5,1,2,5,1,1,2,1,1,2,1,4,2
3495,3,1,2,2,7,1,1,1,3,1,1,1,1,2,1,1,1
3496,3,1,2,3,3,1,1,2,3,3,3,3,1,2,2,1,8
3497,3,1,1,1,4,1,1,4,2,1,2,1,1,2,2,4,2
3498,3,1,2,2,4,1,1,2,3,3,1,1,1,2,2,1,
3499,3,1,2,3,3,1,1,3,1,1,3,1,1,8,2,1,2
3500,2,1,1,1,7,1,1,3,2,1,1,1,1,2,2,4,2
3501,2,1,1,1,2,1,1,5,2,1,3,1,1,2,1,4,2
3502,2,1,1,1,5,1,1,3,3,1,3,1,1,2,2,4,2
3503,2,1,1,1,6,3,3,2,3,3,1,1,1,2,1,1,8
3504,2,1,1,1,5,1,1,5,3,1,3,1,1,2,1,5,2
3505,2,1,1,1,7,1,1,4,1,1,2,1,1,2,2,4,2
3506,2,1,1,1,3,2,3,3,3,1,3,1,1,2,2,1,1
3507,2,1,1,1,3,1,1,3,3,1,3,1,1,2,1,2,1
3508,2,1,1,1,6,1,1,3,3,2,3,2,1,2,1,3,
3509,2,1,1,1,7,1,1,3,3,1,3,1,2,2,2,2,8
3510,2,1,1,1,7,1,1,2,3,1,1,1,1,2,1,3,1
3511,2,1,1,1,1,1,1,3,1,1,3,1,1,2,2,4,8
3512,2,1,1,1,3,1,2,3,1,1,1,1,1,2,2,3,2
3513,2,1,1,1,4,1,1,3,3,1,3,1,1,2,2,2,2
3514,2,1,1,1,2,1,1,5,3,1,1,1,2,1,2,4,2
3515,2,1,1,1,4,1,1,3,1,1,3,1,1,2,1,4,2
3516,2,1,1,1,5,1,1,3,2,1,3,1,1,2,1,2,1
3517,2,1,1,1,7,1,1,5,1,1,1,1,1,2,1,5,2
3518,2,1,1,1,6,3,3,2,3,1,1,1,2,2,2,5,2
3519,2,1,1,1,7,1,1,3,2,1,1,1,1,2,2,4,2
3520,2,1,1,1,4,1,1,4,3,1,3,1,1,2,2,3,
3521,2,1,1,1,3,1,1,3,2,1,1,1,1,2,1,5,2
3522,2,1,1,1,4,1,1,4,1,1,1,1,1,2,2,4,2
3523,2,1,1,1,4,1,1,4,2,1,1,1,1,2,2,4,1
3524,2,1,1,1,4,2,3,3,2,1,1,1,1,2,1,4,2
3525,2,1,1,1,3,1,1,3,3,1,1,1,1,2,2,4,2
3526,2,1,1,1,3,1,1,3,1,1,1,1,2,2,1,3,
3527,2,1,1,1,5,1,2,3,1,3,1,1,1,2,2,1,8
3528,2,1,1,1,7,1,1,4,1,1,3,1,2,2,2,2,2
3529,2,1,1,1,4,1,1,3,1,1,1,1,1,2,1,4,2
3530,2,1,1,1,6,1,1,5,1,1,1,1,1,2,2,5,2
3531,2,1,1,1,5,1,2,3,1,1,1,1,1,2,1,3,2
3532,2,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,8
3533,2,1,1,1,5,1,1,4,1,1,3,1,2,2,1,3,2
3534,2,1,1,1,7,2,3,3,2,1,1,1,1,2,1,2,2
3535,2,1,1,1,6,1,2,4,1,1,3,1,1,2,2,4,2
3536,2,1,1,1,4,1,1,3,3,1,3,1,1,2,2,3,2
3537,2,1,1,1,4,1,1,3,3,2,2,2,1,2,2,2,2
3538,2,1,1,1,6,1,1,4,2,1,1,1,1,2,1,5,2
3539,2,1,1,1,4,1,1,3,2,1,3,1,1,2,2,2,2
3540,2,1,1,1,5,1,1,5,1,1,1,1,1,2,1,5,1
3541,2,1,1,1,3,1,2,5,1,1,1,1,1,2,2,3,1
3542,2,1,1,1,2,1,1,3,1,1,1,1,1,2,2,4,2
3543,2,1,1,1,7,1,1,5,3,1,1,1,1,2,2,4,2
3544,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,4,1
3545,2,1,1,1,5,1,1,3,3,1,1,1,1,2,2,3,2
3546,2,1,1,1,4,1,1,3,2,1,1,1,1,2,1,2,8
3547,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,8
3548,2,1,1,1,4,1,2,3,1,1,2,1,1,2,2,3,2
3549,2,1,1,1,3,1,1,3,3,1,1,1,1,2,2,2,2
3550,2,1,1,1,2,1,1,3,2,1,3,1,1,2,2,1,2
3551,2,1,1,1,5,3,3,5,2,1,2,1,1,2,2,3,2
3552,2,1,1,1,6,1,2,5,1,3,3,1,1,2,2,1,2
3553,2,1,1,1,3,1,1,4,2,1,3,1,1,2,2,2,2
3554,2,1,1,1,2,1,1,4,1,1,3,1,1,2,2,2,2
3555,2,1,1,1,7,1,2,4,3,1,2,1,1,2,1,3,2
3556,3,1,2,1,6,1,2,2,3,1,1,1,2,2,1,3,1
3557,3,1,2,3,6,1,2,3,3,1,3,1,1,2,1,1,
3558,3,1,2,3,2,1,1,3,3,1,1,1,2,1,2,1,
3559,3,1,4,3,6,1,2,1,3,1,3,1,1,2,1,2,1
3560,3,1,2,3,6,1,1,3,1,1,3,1,1,2,1,1,2
3561,3,1,2,3,7,1,1,2,3,1,3,1,1,2,1,2,1
3562,3,1,2,3,5,1,1,3,1,1,1,1,1,2,1,3,2
3563,3,1,1,1,3,1,1,3,3,1,1,1,1,2,1,1,
3564,2,1,1,1,5,1,2,3,3,1,1,1,1,2,2,4,8
3565,2,1,1,1,5,1,1,6,1,1,1,1,1,2,1,5,2
3566,2,1,1,1,2,1,1,4,2,1,1,1,2,2,2,4,1
3567,2,1,1,1,4,1,1,3,3,3,3,3,1,2,2,3,2
3568,2,1,1,1,7,2,3,4,1,2,1,1,2,2,2,1,
3569,2,1,1,1,6,1,1,3,2,1,1,1,1,2,2,4,1
3570,2,1,1,1,3,1,2,3,1,1,1,1,1,2,2,4,1
3571,2,1,1,1,4,1,1,5,2,1,1,1,1,2,2,3,2
3572,2,1,1,1,6,3,3,3,1,1,1,1,1,2,1,3,1
3573,2,1,1,3,1,1,1,3,2,1,1,1,2,2,2,3,
3574,2,1,1,1,6,1,1,4,1,1,1,1,1,2,2,5,1
3575,2,1,1,1,2,1,2,4,2,1,1,1,1,2,2,2,8
3576,2,1,1,1,6,1,1,3,1,1,1,1,1,2,1,3,2
3577,2,1,1,1,6,1,1,5,1,1,1,1,1,2,2,3,2
3578,2,1,1,1,6,1,1,6,1,1,1,1,1,2,1,5,2
3579,2,1,1,1,6,1,2,3,1,1,1,1,1,2,2,2,8
3580,2,1,1,1,3,1,2,6,1,1,1,1,2,1,1,4,2
3581,2,1,1,1,3,1,2,5,1,1,1,1,1,2,1,5,2
3582,2,1,1,1,3,1,1,5,1,1,3,1,1,2,2,4,1
3583,2,1,1,1,6,1,1,4,1,1,3,1,1,2,1,3,2
3584,2,1,1,1,3,1,2,3,1,1,3,1,1,2,1,2,2
3585,2,1,1,1,7,1,1,2,3,1,3,1,1,2,1,4,2
3586,2,1,1,1,4,1,1,4,2,1,3,1,1,2,1,3,2
3587,2,1,1,1,7,1,2,3,3,1,1,1,1,2,2,2,2
3588,2,1,1,1,3,1,1,5,1,1,1,1,1,2,2,2,2
3589,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,4,2
3590,2,1,1,1,5,1,1,3,3,1,3,1,1,2,1,3,2
3591,2,1,1,1,7,1,1,3,1,1,3,1,1,2,2,3,2
3592,2,1,1,1,5,1,2,3,2,1,1,1,1,2,2,2,2
3593,2,1,1,1,7,1,2,3,1,1,2,1,1,2,1,2,1
3594,2,1,1,1,5,1,1,3,1,1,3,1,1,2,2,4,1
3595,2,1,1,1,2,1,1,4,2,1,3,1,1,2,2,4,8
3596,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
3597,2,1,1,1,2,1,1,4,2,1,3,1,1,2,2,4,2
3598,2,1,1,1,7,1,1,3,3,2,2,2,1,2,1,2,2
3599,2,1,1,1,4,1,1,5,1,1,1,1,1,2,1,2,2
3600,2,1,1,1,4,1,2,3,1,1,1,1,1,2,2,4,1
3601,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,2,2
3602,2,1,1,1,7,1,2,5,1,1,1,1,1,2,2,4,1
3603,2,1,1,1,5,1,1,4,1,2,1,1,1,2,2,1,2
3604,2,1,1,1,4,1,2,5,1,1,1,1,1,2,2,5,2
3605,2,1,1,1,6,1,1,6,1,1,1,1,1,2,1,4,2
3606,2,1,1,1,7,1,1,4,2,2,1,1,1,2,1,4,2
3607,2,1,1,1,3,1,1,5,1,1,1,1,1,2,1,4,2
3608,2,1,1,1,5,1,1,5,2,3,1,1,1,2,1,4,1
3609,2,1,1,1,5,1,1,4,3,1,1,1,1,2,1,4,2
3610,2,1,1,1,1,1,1,3,1,3,3,1,1,2,2,2,2
3611,2,1,1,1,4,1,1,3,2,1,1,1,1,2,2,3,2
3612,2,1,1,1,4,1,1,3,3,2,1,1,1,2,2,3,1
3613,2,1,1,1,4,1,1,6,1,2,1,1,1,2,1,3,2
3614,2,1,1,1,5,1,1,4,2,1,1,1,1,2,2,3,2
3615,2,1,1,1,4,1,1,3,2,1,1,1,1,2,1,3,2
3616,2,1,1,1,2,1,1,4,1,1,1,1,2,2,2,2,2
3617,2,1,1,1,2,1,1,3,1,1,3,1,1,2,2,3,2
3618,2,1,1,1,5,1,2,4,2,1,1,1,1,2,1,2,1
3619,2,1,1,1,3,1,1,6,1,1,3,1,2,2,2,4,2
3620,2,1,1,1,4,1,2,4,2,1,1,1,1,2,1,3,2
3621,2,1,1,1,7,1,1,4,2,3,1,1,1,2,1,2,2
3622,2,1,1,1,4,1,1,3,1,1,1,1,1,2,1,1,2
3623,2,1,1,1,4,1,2,5,2,1,3,1,1,2,2,3,1
3624,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,3,2
3625,2,2,1,1,3,1,1,6,1,1,2,1,1,2,1,4,1
3626,2,2,3,4,5,1,1,4,2,2,3,2,1,2,1,4,2
3627,2,2,1,1,7,1,1,5,2,1,3,1,1,2,2,1,2
3628,2,2,1,1,6,1,1,2,2,1,3,1,1,2,1,3,2
3629,2,2,1,1,4,1,1,3,1,1,1,1,1,2,2,3,1
3630,2,2,1,1,5,1,1,5,1,3,1,1,1,2,2,3,1
3631,2,2,1,1,7,1,1,6,1,1,1,1,1,2,1,4,2
3632,2,2,1,1,7,1,1,4,1,1,1,1,1,2,1,4,1
3633,2,2,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
3634,2,2,3,4,4,1,1,5,1,3,1,1,1,2,2,5,2
3635,2,2,1,1,6,1,1,5,1,1,3,1,1,2,1,5,1
3636,2,2,3,4,7,1,1,5,3,2,2,2,1,2,2,3,1
3637,2,2,4,4,3,1,1,5,2,1,3,1,1,2,2,3,2
3638,2,2,1,1,7,1,1,5,1,1,3,1,1,2,2,5,2
3639,2,2,1,1,7,1,1,4,2,1,1,1,1,2,2,5,2
3640,2,2,1,1,3,1,1,3,1,1,3,1,1,2,2,1,2
3641,2,2,1,1,3,1,1,3,2,1,1,1,1,2,2,4,8
3642,2,2,1,1,7,1,1,4,2,2,1,1,1,2,2,5,1
3643,2,2,1,1,1,1,1,4,2,2,1,1,2,2,2,5,2
3644,2,2,1,1,3,1,1,6,2,3,3,2,2,2,1,5,2
3645,2,2,1,1,7,1,1,5,1,3,1,1,1,2,1,5,2
3646,2,2,1,1,7,3,3,3,1,1,3,1,1,2,2,1,8
3647,2,2,1,1,5,1,1,4,2,1,1,1,1,2,2,4,1
3648,2,2,1,1,5,1,1,5,2,1,3,1,1,2,2,5,2
3649,2,2,1,1,6,3,3,3,1,1,1,1,1,2,1,3,1
3650,2,2,1,1,6,1,1,3,2,2,2,2,1,2,2,4,1
3651,2,2,1,1,6,1,1,5,2,3,3,2,1,2,2,5,2
3652,2,2,1,1,5,1,1,3,1,1,1,1,1,2,2,5,1
3653,2,2,1,1,3,1,1,4,3,1,3,1,1,2,2,3,1
3654,2,2,1,1,4,1,1,4,1,1,1,1,2,2,2,4,2
3655,2,2,1,1,6,1,1,6,1,2,2,1,1,2,1,4,2
3656,2,2,1,1,7,1,1,3,3,3,3,3,1,2,2,2,2
3657,2,2,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1
3658,2,2,1,1,6,1,1,5,3,2,2,2,1,2,2,4,1
3659,2,2,1,1,6,3,3,3,3,1,3,1,1,2,1,4,1
3660,2,2,1,1,3,1,1,5,1,1,2,1,2,2,1,4,2
3661,2,2,1,1,3,1,1,5,1,1,1,1,1,2,2,2,2
3662,2,2,3,4,3,1,1,3,2,1,3,1,2,2,2,4,8
3663,2,2,2,2,6,1,1,3,1,2,2,1,1,2,1,3,
3664,2,2,3,4,4,1,1,2,1,1,1,1,1,2,2,2,2
3665,2,2,3,4,3,1,1,5,1,1,1,1,2,1,2,4,1
3666,2,2,3,4,3,1,1,6,2,1,1,1,1,2,1,4,2
3667,2,2,3,4,2,1,1,5,2,1,1,1,1,2,2,4,2
3668,2,2,3,4,7,1,1,3,2,2,1,1,1,2,2,5,
3669,2,2,1,1,7,2,3,3,3,,3,2,1,2,1,2,1
3670,2,2,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1
3671,2,2,1,1,1,1,1,4,3,1,1,1,2,2,2,3,1
3672,2,2,4,1,7,1,1,4,1,1,3,1,1,2,2,3,2
3673,2,2,1,1,4,1,1,4,2,1,2,1,1,2,2,3,2
3674,2,2,1,1,2,1,1,5,1,1,2,1,1,2,1,2,2
3675,2,2,1,1,3,1,1,5,2,2,3,2,1,2,1,4,2
3676,2,2,1,1,6,1,1,3,3,2,3,2,1,2,2,3,2
3677,2,2,1,1,6,1,1,5,1,1,1,1,1,2,1,5,1
3678,2,2,1,1,6,1,1,5,1,1,3,1,1,2,1,5,1
3679,2,2,1,1,6,1,1,6,1,2,2,1,2,2,1,3,2
3680,2,2,1,1,4,1,1,4,2,2,1,1,1,2,2,3,1
3681,2,2,1,1,7,1,1,4,3,1,1,1,1,2,2,5,2
3682,2,2,1,1,6,1,2,3,3,1,1,1,1,2,1,2,
3683,2,2,1,1,6,1,1,6,1,2,3,1,2,2,1,5,2
3684,2,2,1,1,5,1,1,5,1,1,3,1,1,2,1,5,2
3685,2,2,1,1,4,1,1,6,2,3,1,1,1,2,2,4,2
3686,2,2,1,1,7,1,1,4,1,2,3,1,1,2,1,5,2
3687,2,2,1,1,5,1,1,3,1,1,1,1,1,2,2,5,1
3688,2,2,1,1,3,1,1,5,2,1,2,1,1,2,2,5,2
3689,2,2,1,1,7,1,1,4,1,1,1,1,1,2,1,5,2
3690,2,2,1,1,6,1,1,5,1,1,1,1,1,2,2,5,2
3691,2,2,1,1,6,1,1,3,1,1,2,1,1,2,2,5,1
