Woman ID,Residence,Region,Religion,Ethnicity,Age group,Marital state,Current marital state,Highest education qualification,Frequency of reading newspapper,Frequency of watching televisio,Frequency of listening to radio,Frequency of all media combined,Have you ever given birth,Current pregnancy status,Working status,Welth index,Y1
13515,1,6,1,1,5,1,1,5,1,3,1,1,1,2,2,4,1
13516,1,6,4,2,7,1,1,3,1,1,2,1,1,2,2,2,1
13517,1,6,1,1,5,1,1,3,2,1,3,1,1,2,2,1,2
13518,1,6,4,1,3,1,1,4,1,1,1,1,2,2,1,2,2
13519,1,6,3,4,3,1,1,4,1,1,1,1,1,2,2,2,8
13520,1,6,3,4,7,1,1,3,1,3,1,1,1,2,2,4,2
13521,1,6,3,4,4,1,1,3,3,1,3,1,1,2,2,3,2
13522,1,6,3,4,3,1,1,3,3,3,1,1,1,2,2,2,
13523,1,6,3,4,7,1,1,2,1,3,1,1,1,2,2,1,2
13524,1,6,3,4,6,1,1,2,3,1,3,1,1,2,2,2,2
13525,1,6,3,4,6,1,1,3,1,1,1,1,1,2,2,1,2
13526,1,6,3,4,3,1,1,3,3,1,3,1,2,1,2,2,2
13527,1,6,4,1,6,1,1,3,2,1,2,1,1,2,2,5,2
13528,1,6,1,1,5,1,1,5,3,1,3,1,1,2,2,3,2
13529,1,6,1,1,6,1,1,4,1,1,1,1,2,2,2,4,2
13530,1,6,1,1,7,1,1,4,1,1,3,1,1,2,1,2,2
13531,1,6,1,1,3,1,1,3,3,1,3,1,1,2,2,2,1
13532,1,6,1,1,5,1,1,4,2,1,1,1,1,1,2,4,2
13533,1,6,5,1,6,1,1,5,2,3,3,2,1,2,2,2,2
13534,1,6,1,1,4,1,1,5,1,1,1,1,1,1,1,4,2
13535,1,6,1,1,7,1,1,5,1,1,1,1,1,2,1,5,2
13536,2,6,1,1,6,1,1,1,3,1,1,1,1,2,2,2,2
13537,2,6,1,1,6,1,1,3,1,1,2,1,1,2,2,4,2
13538,2,6,4,1,2,1,1,3,1,1,3,1,1,2,2,1,1
13539,2,6,1,1,4,1,1,3,3,1,3,1,1,2,1,2,1
13540,2,6,1,1,6,1,1,3,1,1,1,1,1,2,1,4,2
13541,2,6,4,1,4,1,1,4,2,1,1,1,1,2,2,4,2
13542,2,6,1,1,4,1,1,3,3,1,3,1,1,2,2,2,2
13543,2,6,1,1,5,1,1,3,2,1,2,1,1,2,1,2,2
13544,2,6,1,2,7,1,1,4,1,1,1,1,1,2,1,5,2
13545,2,6,1,1,5,1,1,3,1,1,1,1,1,2,2,5,2
13546,2,6,1,1,3,1,1,3,3,1,1,1,1,2,2,1,
13547,2,6,1,1,3,1,1,5,1,1,2,1,1,2,2,2,2
13548,2,6,1,1,3,1,1,4,2,1,2,1,1,2,2,2,1
13549,2,6,4,1,7,3,3,1,3,1,1,1,1,2,1,2,1
13550,2,6,1,1,6,1,1,3,3,2,1,1,1,2,2,3,8
13551,2,6,3,4,3,1,1,3,1,1,1,1,1,2,2,3,1
13552,2,6,3,4,5,1,1,3,2,1,1,1,1,2,2,1,
13553,2,6,3,4,4,1,1,3,3,1,3,1,1,2,2,3,1
13554,2,6,3,4,5,1,1,3,1,2,3,1,1,2,2,1,
13555,2,6,3,4,1,1,1,4,2,1,1,1,2,1,2,3,2
13556,2,6,3,4,6,1,1,3,1,3,1,1,1,2,2,4,1
13557,2,6,2,4,6,1,1,4,1,1,1,1,1,2,2,2,2
13558,2,6,3,4,6,1,1,2,3,3,3,3,1,2,2,2,1
13559,2,6,3,4,5,1,1,2,2,1,1,1,1,2,2,2,
13560,2,6,3,4,5,1,1,3,1,1,3,1,1,2,2,1,1
13561,2,6,3,4,4,3,3,3,2,1,1,1,1,2,2,1,2
13562,2,6,4,1,2,1,1,4,1,1,1,1,1,2,2,1,1
13563,2,6,1,1,1,1,1,3,3,1,1,1,2,2,2,2,2
13564,2,6,1,1,7,1,1,5,1,2,3,1,1,2,1,3,2
13565,2,6,4,1,4,1,1,4,1,1,2,1,1,2,1,3,2
13566,2,6,4,1,3,2,3,5,2,1,2,1,1,2,1,3,2
13567,2,6,1,1,2,1,1,3,1,1,1,1,1,2,2,1,2
13568,2,6,4,1,5,1,1,5,1,1,3,1,1,2,2,4,2
13569,2,6,4,1,7,2,3,3,2,2,1,1,1,2,2,4,1
13570,2,6,4,1,3,1,1,3,2,1,2,1,1,2,2,4,2
13571,2,6,4,1,3,1,1,3,2,3,2,2,2,2,2,3,2
13572,2,6,4,1,5,1,1,3,2,1,3,1,1,2,2,2,1
13573,2,6,4,1,5,1,1,3,2,1,2,1,1,2,2,3,2
13574,2,6,1,1,3,1,1,5,1,1,3,1,1,2,2,5,2
13575,2,6,4,1,7,1,1,3,2,2,2,2,1,2,1,1,1
13576,2,6,4,1,4,1,1,3,2,1,1,1,1,2,1,4,2
13577,2,6,1,1,2,1,1,3,3,1,1,1,1,2,1,2,2
13578,2,6,4,1,3,1,1,5,1,1,2,1,2,2,1,5,2
13579,2,6,4,1,7,1,3,2,3,2,2,2,1,2,1,3,1
13580,2,6,4,1,3,1,1,3,1,1,3,1,1,2,2,3,2
13581,2,6,3,4,2,1,1,3,1,1,1,1,1,2,2,3,1
13582,2,6,3,4,2,2,1,3,2,1,2,1,1,2,2,4,2
13583,2,6,4,1,5,1,1,4,2,1,2,1,1,2,1,3,1
13584,2,6,1,1,5,1,1,3,2,1,2,1,1,2,2,2,2
13585,2,6,1,1,3,1,1,3,1,3,3,1,1,2,2,1,2
13586,2,6,4,1,4,1,1,3,2,1,1,1,2,2,2,3,2
13587,2,6,4,1,4,1,1,3,3,1,2,1,1,2,1,4,2
13588,2,6,1,1,5,1,1,3,1,1,1,1,1,2,2,3,2
13589,2,6,4,1,4,1,1,5,2,1,3,1,1,2,2,2,2
13590,2,6,2,2,4,1,1,2,3,3,1,1,1,2,2,3,2
13591,2,6,2,2,7,1,1,4,1,1,1,1,1,2,2,4,2
13592,2,6,2,2,7,1,1,2,3,1,3,1,1,2,2,3,2
13593,2,6,2,2,2,1,1,4,1,1,2,1,2,2,2,4,2
13594,2,6,2,2,7,1,1,5,1,1,3,1,1,2,1,3,1
13595,2,6,4,2,3,1,1,3,2,1,2,1,1,2,2,2,2
13596,2,6,2,2,7,1,1,2,2,1,2,1,1,2,2,2,2
13597,2,6,2,2,4,1,1,3,1,1,3,1,1,2,2,3,1
13598,2,6,2,2,4,1,1,3,2,1,1,1,1,2,2,4,2
13599,2,6,3,4,7,1,1,2,3,3,2,2,1,2,2,4,1
13600,2,6,3,4,4,1,1,4,1,3,3,1,1,2,2,4,1
13601,2,6,1,1,4,1,1,2,3,1,1,1,1,2,2,1,
13602,2,6,3,4,4,1,1,3,3,1,1,1,2,2,2,4,2
13603,2,6,5,1,6,1,1,4,1,1,2,1,1,2,1,2,2
13604,2,6,1,1,5,1,1,3,2,1,1,1,1,2,1,3,2
13605,2,6,1,1,6,1,1,5,1,2,1,1,1,2,1,5,2
13606,2,6,1,1,5,1,1,3,2,1,2,1,2,2,2,3,2
13607,2,6,1,1,4,1,1,3,1,2,2,1,1,2,2,3,2
13608,2,6,1,1,5,1,1,4,1,1,1,1,1,2,1,4,8
13609,2,6,1,1,7,1,1,5,1,1,3,1,1,2,2,3,2
13610,2,6,1,1,6,1,1,3,3,1,2,1,1,2,2,3,2
13611,2,6,1,1,4,1,1,4,1,1,1,1,1,2,1,4,2
13612,2,6,1,1,3,1,1,3,3,1,1,1,1,2,1,3,1
13613,2,6,1,1,2,1,1,4,2,1,2,1,1,2,2,3,2
13614,2,6,1,1,6,1,1,4,1,1,1,1,1,2,1,5,
13615,2,6,1,1,6,1,1,3,3,1,3,1,1,2,1,2,8
13616,2,6,1,1,7,1,1,3,2,1,2,1,1,2,2,4,2
13617,2,6,1,1,6,1,1,3,3,1,3,1,1,2,2,3,2
13618,2,6,1,1,6,1,1,3,2,2,1,1,1,2,1,3,2
13619,2,6,1,1,3,1,1,3,2,1,2,1,1,2,1,3,1
13620,2,6,1,1,5,1,1,4,2,1,1,1,1,2,2,2,2
13621,2,6,1,1,4,1,1,4,2,2,2,2,1,2,2,3,2
13622,2,6,1,1,2,1,1,3,2,1,2,1,1,2,2,1,2
13623,2,6,1,1,3,1,1,3,3,1,1,1,1,1,2,3,8
13624,2,6,4,1,4,1,1,3,2,1,2,1,1,2,2,3,2
13625,2,6,1,1,6,1,1,3,1,1,3,1,1,2,2,3,1
13626,2,6,4,1,3,1,3,3,2,1,1,1,1,2,1,4,2
13627,2,6,1,1,5,1,1,3,2,1,2,1,2,2,2,5,1
13628,2,6,4,1,6,1,1,3,1,1,3,1,1,2,1,5,2
13629,2,6,1,1,4,1,1,4,1,1,1,1,1,1,2,5,2
13630,2,6,1,1,7,1,1,5,1,1,1,1,1,2,1,5,2
13631,2,6,1,1,7,1,1,3,1,2,2,1,1,2,1,5,1
13632,2,6,1,1,3,1,1,5,1,3,1,1,1,2,2,3,2
13633,2,6,1,1,3,1,1,5,1,2,1,1,1,2,1,2,2
13634,2,6,1,1,4,1,1,3,3,1,2,1,1,2,2,3,2
13635,2,6,1,1,5,1,1,3,1,1,2,1,1,2,2,3,2
13636,2,6,1,1,3,1,1,4,1,2,2,1,2,2,2,3,2
13637,2,6,1,1,5,1,1,3,2,1,1,1,1,2,1,4,2
13638,2,6,1,1,4,1,1,4,2,1,2,1,1,2,2,2,2
13639,2,6,1,1,5,1,1,3,2,1,1,1,1,2,1,2,2
13640,2,6,1,1,6,1,1,3,2,1,2,1,1,2,2,4,1
13641,2,6,1,1,5,1,1,3,2,1,1,1,1,2,2,3,1
13642,2,6,1,1,6,1,1,4,1,2,2,1,1,2,2,4,2
13643,2,6,1,1,2,1,1,3,1,1,1,1,1,2,2,2,8
13644,2,6,1,1,4,1,1,3,2,2,1,1,1,2,2,2,1
13645,2,6,1,1,3,1,1,4,3,1,1,1,1,2,2,2,1
13646,2,6,1,1,5,1,1,4,3,2,1,1,1,2,1,2,2
13647,2,6,1,1,3,1,1,5,1,1,1,1,1,2,1,4,2
13648,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,4,2
13649,2,6,1,1,5,1,1,3,3,1,1,1,1,2,2,3,2
13650,2,6,1,1,3,1,1,5,2,1,2,1,1,2,2,5,2
13651,2,6,1,1,6,2,3,3,2,1,1,1,1,2,2,4,2
13652,2,6,1,1,6,1,1,5,1,1,3,1,1,2,1,3,2
13653,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,4,2
13654,2,6,1,1,5,1,1,3,3,1,1,1,1,2,2,3,8
13655,2,6,1,1,6,2,3,5,3,3,2,2,1,2,2,2,1
13656,2,6,4,1,7,1,1,3,1,1,1,1,1,2,2,4,1
13657,2,6,4,1,3,1,1,4,1,1,1,1,1,2,2,4,2
13658,2,6,1,1,3,1,1,5,1,2,1,1,1,2,2,4,1
13659,2,6,1,1,3,1,1,3,3,1,2,1,1,2,2,3,1
13660,2,6,5,1,5,1,1,3,1,3,3,1,1,2,2,2,2
13661,2,6,1,1,5,1,1,5,2,1,2,1,2,2,2,4,2
13662,2,6,1,1,5,1,1,4,2,1,1,1,1,2,2,4,2
13663,2,6,4,1,7,1,1,3,2,1,2,1,1,2,2,3,2
13664,2,6,4,1,2,1,1,4,2,1,1,1,2,1,2,4,1
13665,2,6,4,1,6,1,1,3,2,1,3,1,1,2,2,3,2
13666,2,6,4,1,6,1,1,3,2,1,1,1,1,2,2,5,2
13667,2,6,1,1,7,1,1,4,2,1,1,1,1,2,2,4,2
13668,2,6,1,1,4,1,1,3,3,1,2,1,1,2,2,3,2
13669,2,6,1,1,3,1,1,4,2,1,2,1,1,2,2,1,8
13670,2,6,1,1,7,3,3,3,2,1,2,1,1,2,2,3,2
13671,2,6,1,1,3,1,1,3,2,1,2,1,1,2,2,3,2
13672,2,6,4,1,5,1,1,3,2,1,2,1,1,2,1,4,1
13673,2,6,1,1,2,1,1,4,1,1,1,1,1,2,2,3,2
13674,2,6,4,1,5,1,1,4,2,1,1,1,1,2,2,2,2
13675,2,6,1,1,3,1,1,3,2,1,1,1,1,2,2,2,1
13676,2,6,1,1,4,1,1,5,1,1,1,1,1,2,1,3,2
13677,2,6,1,1,6,1,1,4,1,1,2,1,1,2,2,2,2
13678,2,6,1,1,5,1,1,4,2,3,2,2,1,2,2,4,1
13679,2,6,1,1,6,1,1,3,2,1,3,1,1,2,2,1,8
13680,2,6,5,1,1,1,1,4,3,1,3,1,2,1,2,1,2
13681,2,6,1,1,4,1,1,5,2,1,2,1,1,2,2,5,2
13682,2,6,1,1,6,1,1,4,2,1,2,1,1,2,2,3,1
13683,2,6,1,1,3,2,3,2,3,3,2,2,1,2,1,1,2
13684,2,6,1,1,5,1,1,3,2,1,3,1,1,2,2,2,1
13685,2,6,1,1,4,1,1,3,2,1,3,1,1,2,2,4,2
13686,2,6,1,1,7,1,1,2,2,1,1,1,1,2,2,4,2
13687,2,6,1,1,2,1,1,3,2,1,1,1,2,1,2,4,1
13688,2,6,1,1,6,1,1,4,2,1,2,1,1,2,2,3,2
13689,2,6,4,1,2,1,1,3,2,1,1,1,1,2,2,3,2
13690,2,6,1,1,7,1,1,3,2,1,2,1,1,2,2,4,1
13691,2,6,1,1,7,1,1,3,2,1,1,1,1,2,2,5,1
13692,2,6,4,1,4,1,1,4,2,2,2,2,1,2,2,4,2
13693,2,6,1,1,6,1,1,5,1,1,2,1,1,2,2,5,1
13694,2,6,1,1,6,1,1,3,2,1,1,1,1,2,2,4,8
13695,2,6,5,1,6,1,1,3,3,2,2,2,1,2,2,2,2
13696,2,6,4,1,4,1,1,3,2,1,2,1,1,2,2,3,2
13697,2,6,1,1,3,1,1,4,1,1,1,1,1,2,2,3,2
13698,2,6,1,1,5,1,1,3,2,2,1,1,1,2,1,2,2
13699,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,4,2
13700,2,6,4,1,4,1,1,3,1,1,2,1,1,1,2,3,2
13701,2,6,4,1,5,1,1,4,3,1,2,1,1,2,2,5,1
13702,2,6,4,1,4,1,1,5,2,1,2,1,2,2,2,2,1
13703,2,6,4,1,7,1,1,2,2,1,1,1,1,2,2,2,2
13704,2,6,4,1,7,1,1,3,1,1,1,1,1,2,2,1,2
13705,2,6,1,1,1,1,1,3,1,1,1,1,1,8,2,1,2
13706,2,6,1,1,7,1,1,2,2,1,2,1,1,2,2,3,1
13707,2,6,1,1,7,1,1,2,2,1,2,1,1,2,2,3,1
13708,2,6,1,1,7,1,1,5,1,1,1,1,1,2,1,4,2
13709,2,6,4,1,4,1,1,3,1,1,1,1,1,2,1,2,2
13710,2,6,1,1,5,1,1,4,2,1,2,1,1,2,2,1,8
13711,2,6,1,1,4,1,1,3,2,1,1,1,1,8,2,3,1
13712,2,6,1,1,3,1,1,3,1,1,1,1,1,2,2,3,1
13713,2,6,1,1,4,1,1,3,2,3,1,1,1,1,2,3,1
13714,2,6,4,1,7,1,1,2,3,1,1,1,1,2,2,3,1
13715,2,6,4,1,6,1,1,3,2,1,2,1,1,2,2,2,2
13716,2,6,4,1,6,1,1,3,3,2,1,1,1,2,2,1,2
13717,2,6,1,1,6,1,1,4,1,1,1,1,1,2,2,3,2
13718,2,6,1,1,6,1,1,4,1,1,1,1,1,2,2,5,2
13719,2,6,4,1,3,1,1,4,1,1,3,1,1,2,2,4,2
13720,2,6,1,1,4,1,1,3,2,1,1,1,1,2,1,3,1
13721,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,3,1
13722,2,6,4,1,4,1,1,3,1,1,1,1,1,2,2,2,2
13723,2,6,4,1,5,1,1,3,2,1,1,1,1,2,2,1,1
13724,2,6,4,1,2,1,1,4,1,1,1,1,1,2,1,1,8
13725,2,6,1,1,6,1,1,3,2,1,1,1,1,2,1,3,2
13726,2,6,4,1,6,1,1,2,3,2,1,1,1,2,2,2,2
13727,2,6,4,1,2,1,1,3,2,1,2,1,1,2,2,2,8
13728,2,6,1,1,6,1,1,3,2,1,2,1,1,2,2,3,2
13729,2,6,4,1,2,1,1,3,1,1,1,1,1,2,1,2,2
13730,2,6,2,2,3,1,1,3,2,2,3,2,1,1,2,1,2
13731,2,6,4,1,7,1,1,2,3,1,1,1,1,2,1,1,1
13732,2,6,4,1,4,2,3,3,2,1,2,1,1,2,2,3,2
13733,2,6,2,3,3,1,1,3,2,1,2,1,1,2,2,1,2
13734,2,6,1,1,3,1,1,2,3,3,3,3,1,2,2,1,8
13735,2,6,3,2,2,1,1,3,3,1,3,1,1,2,1,1,1
13736,2,6,2,2,2,1,1,4,3,3,3,3,1,2,1,1,2
13737,2,6,2,2,7,1,1,3,1,1,3,1,1,2,2,3,2
13738,1,6,4,1,4,1,1,4,1,1,1,1,1,2,2,5,1
13739,1,6,4,1,4,1,1,3,2,1,3,1,1,1,2,2,1
13740,1,6,4,1,3,1,1,3,3,1,2,1,1,1,1,4,2
13741,1,6,4,1,6,1,1,3,2,1,2,1,1,2,1,5,2
13742,1,6,4,1,4,1,1,3,2,1,1,1,1,2,2,5,8
13743,1,6,4,1,5,1,1,3,2,1,2,1,1,2,2,4,2
13744,1,6,4,1,6,1,1,2,1,1,1,1,1,2,2,4,8
13745,1,6,4,1,6,1,1,3,2,1,2,1,1,2,2,4,2
13746,1,6,4,1,5,1,1,3,1,1,3,1,1,2,2,3,2
13747,1,6,1,1,3,1,1,4,1,1,1,1,1,2,2,4,1
13748,1,6,4,1,2,1,1,3,2,1,2,1,1,2,2,5,1
13749,1,6,4,1,6,1,1,3,1,1,1,1,1,2,2,4,1
13750,1,6,4,1,6,1,1,3,3,1,3,1,1,2,2,4,8
13751,1,6,4,1,2,1,1,3,1,1,1,1,1,2,2,4,2
13752,1,6,4,1,1,1,1,3,1,1,1,1,2,1,2,4,8
13753,1,6,4,1,3,1,1,3,2,1,2,1,1,2,1,5,1
13754,2,6,1,1,4,1,1,5,1,1,1,1,1,2,2,4,2
13755,2,6,1,1,6,1,1,3,3,1,1,1,1,2,1,2,2
13756,2,6,4,1,4,1,1,3,2,1,3,1,1,2,2,3,1
13757,2,6,4,1,3,1,1,4,3,1,2,1,1,2,2,3,2
13758,2,6,4,1,5,1,1,4,3,2,2,2,1,2,1,3,2
13759,2,6,1,1,4,1,1,3,2,1,2,1,1,2,2,3,2
13760,2,6,1,1,4,1,1,4,1,1,1,1,1,2,1,5,2
13761,2,6,4,1,7,1,1,3,1,2,1,1,1,2,1,3,1
13762,2,6,4,1,2,1,1,3,1,1,1,1,2,2,1,3,2
13763,2,6,5,1,4,1,1,3,2,1,2,1,2,2,2,1,1
13764,2,6,4,1,4,1,1,4,1,1,2,1,1,2,2,3,2
13765,2,6,5,1,6,1,1,4,2,1,3,1,1,2,1,4,1
13766,2,6,4,1,5,1,1,3,3,1,3,1,1,2,2,2,2
13767,2,6,3,4,4,1,1,4,1,1,1,1,1,2,2,3,2
13768,2,6,3,4,5,1,1,5,1,1,1,1,1,2,2,5,2
13769,2,6,3,4,6,1,1,3,3,1,1,1,1,2,1,5,1
13770,2,6,4,1,4,1,1,5,1,1,3,1,2,1,1,4,2
13771,1,6,4,1,7,1,1,3,1,3,1,1,1,2,1,3,8
13772,1,6,4,1,5,1,1,2,3,1,1,1,1,2,1,4,2
13773,1,6,1,1,5,1,1,5,1,1,3,1,1,2,2,5,2
13774,1,6,1,1,6,1,1,5,2,2,2,2,1,2,2,5,2
13775,1,6,1,1,5,1,1,5,1,1,1,1,1,2,2,5,1
13776,1,6,1,1,7,1,1,5,1,1,1,1,1,2,2,4,2
13777,1,6,1,1,6,1,1,5,1,1,3,1,1,2,2,5,2
13778,1,6,1,1,3,1,1,6,2,1,1,1,2,2,1,3,2
13779,1,6,4,1,7,1,1,2,3,1,2,1,1,2,2,4,1
13780,1,6,1,1,3,1,1,2,3,1,1,1,1,2,2,3,8
13781,1,6,4,1,6,1,1,3,2,1,3,1,1,2,2,3,2
13782,1,6,4,1,3,1,1,3,2,1,2,1,1,2,2,3,2
13783,1,6,2,2,6,1,1,2,3,1,2,1,1,2,1,3,2
13784,1,6,1,1,5,1,1,3,1,3,2,1,1,2,2,3,1
13785,1,6,4,1,7,1,1,3,3,1,3,1,1,2,2,3,8
13786,1,6,4,1,3,1,1,3,2,1,1,1,1,2,2,3,1
13787,1,6,4,1,5,1,1,3,2,1,2,1,1,2,2,3,1
13788,1,6,4,1,7,1,1,3,1,2,1,1,1,2,2,3,2
13789,2,6,4,1,7,1,1,3,1,1,1,1,1,2,2,4,2
13790,2,6,2,2,6,2,3,4,3,1,2,1,1,2,1,2,2
13791,2,6,2,2,5,1,1,5,2,1,2,1,1,2,2,2,2
13792,2,6,4,1,7,1,1,2,3,1,2,1,1,2,1,1,1
13793,2,6,1,1,6,1,1,2,3,1,1,1,1,2,1,2,1
13794,2,6,1,1,4,1,1,3,3,3,3,3,1,2,2,1,2
13795,2,6,1,1,6,1,1,2,2,1,1,1,1,2,2,3,2
13796,2,6,1,1,2,1,1,3,3,1,1,1,1,2,2,3,2
13797,2,6,1,1,2,1,1,3,3,1,1,1,1,2,2,3,2
13798,2,6,1,1,5,1,1,3,1,1,1,1,1,2,2,5,1
13799,2,6,1,1,7,1,1,6,1,1,1,1,2,2,1,4,1
13800,2,6,1,1,4,1,1,5,1,2,1,1,1,2,1,5,2
13801,2,6,1,1,6,1,1,6,1,1,1,1,2,2,1,3,2
13802,2,6,1,1,6,1,1,5,1,1,1,1,1,2,1,5,2
13803,2,6,1,1,6,1,1,6,2,2,3,2,1,2,1,3,2
13804,2,6,1,1,5,1,1,3,2,3,3,2,1,2,2,4,2
13805,2,6,1,1,4,1,1,5,3,3,3,3,1,2,2,2,2
13806,2,6,1,1,7,1,1,6,1,1,1,1,2,2,1,5,2
13807,2,6,1,1,6,1,1,5,1,1,1,1,1,2,2,4,2
13808,2,6,1,1,7,1,1,3,1,1,1,1,1,2,2,5,1
13809,2,6,4,1,5,1,1,5,2,1,1,1,1,2,2,5,2
13810,2,6,4,1,2,1,1,3,3,1,1,1,1,2,2,2,2
13811,2,6,4,1,3,1,1,3,1,1,3,1,2,2,1,3,1
13812,2,6,1,1,5,1,1,6,1,1,1,1,1,2,1,5,2
13813,2,6,1,1,3,1,1,5,1,1,1,1,1,2,2,4,2
13814,2,6,4,1,5,1,1,5,1,1,1,1,1,2,2,5,2
13815,2,6,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2
13816,2,6,1,1,4,1,1,1,3,1,1,1,1,2,1,3,1
13817,2,6,4,1,6,1,1,3,1,1,1,1,1,2,2,4,2
13818,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,1,1
13819,2,6,1,1,4,1,1,5,1,1,1,1,1,2,2,4,2
13820,2,6,1,1,6,1,1,4,2,1,1,1,1,2,1,3,2
13821,2,6,4,1,6,1,1,3,2,2,1,1,1,2,2,3,8
13822,2,6,4,1,7,1,1,2,3,1,3,1,1,2,2,2,8
13823,2,6,4,1,6,1,1,3,1,1,1,1,1,2,1,3,2
13824,2,6,4,1,2,1,1,5,1,1,2,1,1,2,2,4,2
13825,2,6,1,1,5,1,1,2,2,1,2,1,1,2,1,3,8
13826,2,6,4,1,2,1,1,3,1,1,1,1,1,2,2,3,2
13827,2,6,1,1,6,2,3,3,1,3,3,1,1,2,1,2,2
13828,2,6,1,1,3,1,1,3,2,1,1,1,1,2,2,3,8
13829,2,6,1,1,4,1,1,3,3,1,3,1,1,2,2,2,2
13830,2,6,1,1,6,1,1,2,3,1,2,1,1,2,1,2,2
13831,2,6,4,1,6,1,1,3,1,2,1,1,2,2,2,4,1
13832,2,6,4,1,5,1,1,4,2,1,2,1,1,2,2,5,2
13833,2,6,4,1,5,1,1,2,3,1,2,1,1,2,2,3,2
13834,2,6,4,1,7,1,1,3,1,1,1,1,1,2,2,4,2
13835,2,6,4,1,5,1,1,3,1,1,2,1,1,2,2,4,2
13836,2,6,4,1,6,1,1,3,1,1,1,1,1,2,1,5,1
13837,2,6,4,1,5,1,1,3,3,1,3,1,1,2,2,4,2
13838,2,6,4,1,4,1,1,3,3,3,3,3,1,2,2,2,
13839,2,6,1,1,7,1,1,3,1,1,1,1,1,2,1,3,2
13840,2,6,1,1,3,1,1,3,1,1,2,1,1,2,2,3,2
13841,2,6,1,1,3,1,1,5,2,1,1,1,1,2,1,3,2
13842,2,6,4,1,7,1,1,4,1,1,3,1,1,2,2,2,2
13843,2,6,1,1,7,1,1,3,3,3,2,2,1,2,1,2,2
13844,2,6,1,1,4,1,1,4,1,2,1,1,1,2,1,4,2
13845,2,6,4,1,5,1,1,5,1,1,1,1,2,2,1,5,1
13846,2,6,4,1,5,1,1,4,1,1,3,1,1,2,2,4,2
13847,2,6,4,1,6,1,1,3,2,2,2,2,1,2,1,2,2
13848,2,6,4,1,7,1,1,3,2,1,1,1,1,2,2,3,2
13849,2,6,4,1,4,1,1,3,2,1,2,1,1,2,2,3,2
13850,2,6,4,1,4,1,1,5,2,3,1,1,1,2,1,2,2
13851,2,6,4,1,3,1,1,3,3,1,2,1,1,2,2,2,2
13852,2,6,4,1,6,1,1,3,2,1,2,1,1,2,2,3,2
13853,2,6,4,1,5,1,1,3,1,1,1,1,1,2,2,5,8
13854,2,6,1,1,1,1,2,3,1,1,1,1,2,2,2,3,2
13855,2,6,1,1,6,1,1,3,3,1,2,1,1,2,2,3,2
13856,2,6,1,1,4,1,1,4,1,1,3,1,1,2,2,4,1
13857,2,6,4,1,6,1,1,3,3,3,3,3,1,2,1,2,2
13858,2,6,4,1,5,1,1,3,2,2,3,2,1,2,2,2,2
13859,2,6,4,1,3,1,1,3,1,1,1,1,1,2,2,3,1
13860,2,6,1,1,4,1,1,3,3,1,3,1,1,2,2,3,2
13861,2,6,1,1,3,1,1,4,1,1,1,1,1,2,2,3,2
13862,2,6,4,1,5,1,1,3,2,1,2,1,1,2,2,3,2
13863,2,6,1,1,3,2,3,2,1,2,3,1,1,2,2,4,8
13864,2,6,4,1,6,3,3,5,1,2,2,1,1,2,2,4,2
13865,2,6,4,1,4,1,1,3,2,1,1,1,1,2,2,4,2
13866,2,6,4,1,7,1,1,3,1,1,1,1,1,2,1,5,2
13867,2,6,4,1,4,1,1,5,1,1,2,1,1,1,2,4,2
13868,2,6,4,1,7,1,1,5,1,2,1,1,1,2,2,5,2
13869,2,6,4,1,6,1,1,3,1,1,1,1,1,2,2,5,2
13870,2,6,1,1,6,1,1,5,1,1,1,1,1,2,1,5,2
13871,2,6,4,1,7,1,1,5,2,1,1,1,2,2,1,5,2
13872,2,6,1,1,6,1,1,3,1,1,3,1,1,2,2,3,2
13873,2,6,1,1,4,1,1,4,1,1,3,1,1,2,2,4,2
13874,2,6,1,1,5,1,1,4,1,1,1,1,1,2,2,3,2
13875,2,6,1,1,3,1,1,5,2,1,1,1,2,2,1,5,2
13876,2,6,1,1,3,1,1,3,3,2,2,2,1,2,2,3,2
13877,2,6,4,1,2,1,1,3,2,1,3,1,1,2,2,2,2
13878,2,6,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
13879,2,6,4,1,6,1,1,6,1,1,1,1,1,2,1,5,2
13880,2,6,1,1,7,1,1,3,2,1,1,1,1,2,2,5,2
13881,2,6,1,1,7,1,1,4,1,1,1,1,1,2,1,2,2
13882,2,6,4,1,3,1,1,6,1,1,1,1,2,2,2,5,2
13883,2,6,1,1,6,1,1,4,2,1,1,1,1,2,1,5,2
13884,2,6,1,1,5,1,1,3,2,1,1,1,2,2,2,3,1
13885,2,6,4,1,7,3,2,1,3,1,1,1,1,2,1,3,1
13886,2,6,4,1,5,1,1,3,2,1,2,1,1,2,2,4,2
13887,2,6,4,1,7,1,1,3,1,1,2,1,1,2,2,4,2
13888,2,6,1,1,6,1,1,5,2,2,1,1,1,2,1,4,2
13889,2,6,1,1,4,1,1,3,3,2,1,1,1,2,2,2,2
